State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ),Brinjal,Round,Local,2024-09-30,3500.0,4000.0,4000.0
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ),Cabbage,Cabbage,Local,2024-09-30,2500.0,3000.0,3000.0
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ),Coconut,Coconut,Local,2024-09-30,4500.0,5000.0,5000.0
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,2024-09-30,7500.0,8000.0,8000.0
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,2024-09-30,15000.0,16000.0,16000.0
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,2024-09-30,6000.0,6500.0,6500.0
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,2024-09-30,4500.0,5000.0,5000.0
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,2024-09-30,4500.0,5000.0,5000.0
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,2024-09-30,1200.0,1400.0,1400.0
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ),Raddish,Raddish,Local,2024-09-30,3000.0,3500.0,3500.0
Tamil Nadu,Tuticorin,Thoothukudi,Black Gram (Urd Beans)(Whole),Other,Local,2024-09-30,6500.0,7000.0,6800.0
Tamil Nadu,Tuticorin,Tuticorin(Uzhavar Sandhai ),Beans,Beans (Whole),Local,2024-09-30,8400.0,9000.0,9000.0
Tamil Nadu,Tuticorin,Tuticorin(Uzhavar Sandhai ),Beetroot,Beetroot,Local,2024-09-30,3500.0,4000.0,4000.0
Tamil Nadu,Tuticorin,Tuticorin(Uzhavar Sandhai ),Carrot,Pusakesar,Local,2024-09-30,6400.0,7000.0,7000.0
Tamil Nadu,Tuticorin,Tuticorin(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,2024-09-30,4500.0,5000.0,5000.0
Tamil Nadu,Tuticorin,Tuticorin(Uzhavar Sandhai ),Coconut,Coconut,Local,2024-09-30,5400.0,6000.0,6000.0
Tamil Nadu,Tuticorin,Tuticorin(Uzhavar Sandhai ),Colacasia,Colacasia,Local,2024-09-30,6500.0,7000.0,7000.0
Tamil Nadu,Tuticorin,Tuticorin(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,2024-09-30,9000.0,10000.0,10000.0
Tamil Nadu,Tuticorin,Tuticorin(Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,2024-09-30,4500.0,5000.0,5000.0
Tamil Nadu,Tuticorin,Tuticorin(Uzhavar Sandhai ),Papaya,Papaya,Local,2024-09-30,3500.0,4000.0,4000.0
Tamil Nadu,Tuticorin,Tuticorin(Uzhavar Sandhai ),Tapioca,Tapioca,Local,2024-09-30,3500.0,4000.0,4000.0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,2024-09-30,5000.0,5000.0,5000.0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ),Cabbage,Cabbage,Local,2024-09-30,2500.0,2500.0,2500.0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,2024-09-30,2600.0,2600.0,2600.0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,2024-09-30,6000.0,6000.0,6000.0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,2024-09-30,5600.0,5600.0,5600.0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,2024-09-30,4500.0,5000.0,5000.0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,2024-09-30,5000.0,5000.0,5000.0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ),Jasmine,Jasmine,Local,2024-09-30,40000.0,40000.0,40000.0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,2024-09-30,2500.0,3000.0,3000.0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ),Thondekai,Thondekai,Local,2024-09-30,3000.0,3000.0,3000.0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ),Tomato,Deshi,Local,2024-09-30,3600.0,4000.0,4000.0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ),Brinjal,Round,Local,2024-09-30,3000.0,3000.0,3000.0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ),Cabbage,Cabbage,Local,2024-09-30,2000.0,2000.0,2000.0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ),Colacasia,Colacasia,Local,2024-09-30,4000.0,4000.0,4000.0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ),Garlic,Average,Local,2024-09-30,32000.0,32000.0,32000.0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ),Onion,Bellary,Local,2024-09-30,5600.0,5600.0,5600.0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ),Pomegranate,Pomogranate,Local,2024-09-30,16000.0,16000.0,16000.0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,2024-09-30,3800.0,3800.0,3800.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Banana,Besrai,Local,2024-09-30,6000.0,8000.0,8000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Brinjal,Round,Local,2024-09-30,2500.0,3000.0,3000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,2024-09-30,2000.0,2000.0,2000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,2024-09-30,2500.0,2500.0,2500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,2024-09-30,3500.0,4000.0,4000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Jasmine,Jasmine,Local,2024-09-30,43000.0,63000.0,63000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Tapioca,Tapioca,Local,2024-09-30,3500.0,3500.0,3500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,2024-09-30,2500.0,3000.0,3000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Tomato,Deshi,Local,2024-09-30,4000.0,4500.0,4500.0
Tamil Nadu,Vellore,Thirupathur,Amaranthus,Amaranthus,Local,2024-09-30,2000.0,2500.0,2500.0
Tamil Nadu,Vellore,Thirupathur,Banana,Besrai,Local,2024-09-30,5000.0,7000.0,7000.0
Tamil Nadu,Vellore,Thirupathur,Bitter gourd,Bitter Gourd,Local,2024-09-30,2500.0,3000.0,3000.0
Tamil Nadu,Vellore,Thirupathur,Carrot,Pusakesar,Local,2024-09-30,4000.0,4500.0,4500.0
Tamil Nadu,Vellore,Thirupathur,Coriander(Leaves),I Sort,Local,2024-09-30,5000.0,6000.0,6000.0
Tamil Nadu,Vellore,Thirupathur,Drumstick,Drumstick,Local,2024-09-30,5000.0,6000.0,6000.0
Tamil Nadu,Vellore,Thirupathur,Garlic,Average,Local,2024-09-30,36000.0,38000.0,38000.0
Tamil Nadu,Vellore,Thirupathur,Green Avare (W),Avare (W),Local,2024-09-30,3500.0,4000.0,4000.0
Tamil Nadu,Vellore,Thirupathur,Onion Green,Onion Green,Local,2024-09-30,5000.0,5600.0,5600.0
Tamil Nadu,Vellore,Thirupathur,Thondekai,Thondekai,Local,2024-09-30,3500.0,4000.0,4000.0
Tamil Nadu,Vellore,Vellore,Ashgourd,Gouard,Local,2024-09-30,2000.0,2400.0,2400.0
Tamil Nadu,Vellore,Vellore,Cabbage,Cabbage,Local,2024-09-30,2000.0,2000.0,2000.0
Tamil Nadu,Vellore,Vellore,Cauliflower,Ranchi,Local,2024-09-30,2500.0,2500.0,2500.0
Tamil Nadu,Vellore,Vellore,Cowpea(Veg),Cowpea (Veg),Local,2024-09-30,4000.0,4000.0,4000.0
Tamil Nadu,Vellore,Vellore,Cucumbar(Kheera),Cucumbar,Local,2024-09-30,2500.0,2500.0,2500.0
Tamil Nadu,Vellore,Vellore,Orange,Darjeeling,Local,2024-09-30,12000.0,12000.0,12000.0
Tamil Nadu,Vellore,Vellore,Raddish,Raddish,Local,2024-09-30,3000.0,3000.0,3000.0
Tamil Nadu,Vellore,Vellore,Tender Coconut,Tender Coconut,Local,2024-09-30,2000.0,3000.0,3000.0
Tamil Nadu,Villupuram,Gingee(Uzhavar Sandhai ),Ashgourd,Gouard,Local,2024-09-30,2000.0,2000.0,2000.0
Tamil Nadu,Villupuram,Gingee(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,2024-09-30,3500.0,4500.0,4500.0
Tamil Nadu,Villupuram,Gingee(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,2024-09-30,2000.0,2000.0,2000.0
Tamil Nadu,Villupuram,Gingee(Uzhavar Sandhai ),Cabbage,Cabbage,Local,2024-09-30,3500.0,3500.0,3500.0
Tamil Nadu,Villupuram,Gingee(Uzhavar Sandhai ),Carrot,Pusakesar,Local,2024-09-30,5500.0,5500.0,5500.0
Tamil Nadu,Villupuram,Gingee(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,2024-09-30,3500.0,3500.0,3500.0
Tamil Nadu,Villupuram,Gingee(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,2024-09-30,4000.0,4000.0,4000.0
Tamil Nadu,Villupuram,Gingee(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,2024-09-30,6000.0,6000.0,6000.0
Tamil Nadu,Villupuram,Gingee(Uzhavar Sandhai ),Onion,Bellary,Local,2024-09-30,4500.0,5500.0,5500.0
Tamil Nadu,Villupuram,Gingee(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,2024-09-30,2500.0,2500.0,2500.0
Tamil Nadu,Villupuram,Gingee(Uzhavar Sandhai ),Tomato,Deshi,Local,2024-09-30,5000.0,5000.0,5000.0
Tamil Nadu,Villupuram,Tindivanam,Beans,Beans (Whole),Local,2024-09-30,5800.0,5800.0,5800.0
Tamil Nadu,Villupuram,Tindivanam,Brinjal,Round,Local,2024-09-30,2500.0,4000.0,4000.0
Tamil Nadu,Villupuram,Tindivanam,Cabbage,Cabbage,Local,2024-09-30,3500.0,3500.0,3500.0
Tamil Nadu,Villupuram,Tindivanam,Cluster beans,Cluster Beans,Local,2024-09-30,3600.0,3600.0,3600.0
Tamil Nadu,Villupuram,Tindivanam,Coriander(Leaves),I Sort,Local,2024-09-30,3000.0,3000.0,3000.0
Tamil Nadu,Villupuram,Tindivanam,Cucumbar(Kheera),Cucumbar,Local,2024-09-30,4000.0,4000.0,4000.0
Tamil Nadu,Villupuram,Tindivanam,Drumstick,Drumstick,Local,2024-09-30,4000.0,4000.0,4000.0
Tamil Nadu,Villupuram,Tindivanam,Green Avare (W),Avare (W),Local,2024-09-30,4000.0,4000.0,4000.0
Tamil Nadu,Villupuram,Tindivanam,Guava,Guava Alahabad,Local,2024-09-30,5000.0,5000.0,5000.0
Tamil Nadu,Villupuram,Tindivanam,Jasmine,Jasmine,Local,2024-09-30,30000.0,30000.0,30000.0
Tamil Nadu,Villupuram,Tindivanam,Mango (Raw-Ripe),Mango - Raw-Ripe,Local,2024-09-30,7000.0,8000.0,8000.0
Tamil Nadu,Villupuram,Tindivanam,Mint(Pudina),Mint(Pudina),Local,2024-09-30,2500.0,2500.0,2500.0
Tamil Nadu,Villupuram,Tindivanam,Raddish,Raddish,Local,2024-09-30,3000.0,3000.0,3000.0
Tamil Nadu,Villupuram,Tindivanam,Snakeguard,Snakeguard,Local,2024-09-30,2500.0,2500.0,2500.0
Tamil Nadu,Villupuram,Tindivanam,Tomato,Deshi,Local,2024-09-30,5000.0,5000.0,5000.0
Tamil Nadu,Villupuram,Ulundurpettai,Cluster beans,Cluster Beans,Local,2024-09-30,5000.0,5000.0,5000.0
Tamil Nadu,Villupuram,Ulundurpettai,Drumstick,Drumstick,Local,2024-09-30,7000.0,7000.0,7000.0
Tamil Nadu,Villupuram,Ulundurpettai,Mint(Pudina),Mint(Pudina),Local,2024-09-30,4000.0,4000.0,4000.0
Tamil Nadu,Villupuram,Ulundurpettai,Thondekai,Thondekai,Local,2024-09-30,6000.0,6000.0,6000.0
Tamil Nadu,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,2024-09-30,4500.0,5000.0,5000.0
Tamil Nadu,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Coconut,Coconut,Local,2024-09-30,5000.0,5500.0,5500.0
Tamil Nadu,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,2024-09-30,7000.0,8000.0,8000.0
Tamil Nadu,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,2024-09-30,15000.0,16000.0,16000.0
Tamil Nadu,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lemon,Lemon,Local,2024-09-30,15000.0,16000.0,16000.0
Tamil Nadu,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Onion,Bellary,Local,2024-09-30,5000.0,6000.0,6000.0
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ),Onion Green,Onion Green,Local,2024-09-30,4500.0,5000.0,5000.0
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ),Tomato,Deshi,Local,2024-09-30,4000.0,4500.0,4500.0
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Beans,Beans (Whole),Local,2024-09-30,7000.0,8000.0,8000.0
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,2024-09-30,5000.0,6000.0,6000.0
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Cabbage,Cabbage,Local,2024-09-30,2500.0,3000.0,3000.0
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Coconut,Coconut,Local,2024-09-30,5000.0,5500.0,5500.0
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Colacasia,Colacasia,Local,2024-09-30,6000.0,7000.0,7000.0
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,2024-09-30,5000.0,6000.0,6000.0
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Turnip,Turnip,Local,2024-09-30,6000.0,7000.0,7000.0
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,2024-09-30,8000.0,9000.0,9000.0
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,2024-09-30,2500.0,3000.0,3000.0
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ),Brinjal,Round,Local,2024-09-30,5000.0,5500.0,5500.0
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ),Drumstick,Drumstick,Local,2024-09-30,8000.0,10000.0,10000.0
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,2024-09-30,5000.0,5500.0,5500.0
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,2024-09-30,4200.0,5000.0,5000.0
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,2024-09-30,3500.0,4000.0,4000.0
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ),Onion,Bellary,Local,2024-09-30,5000.0,6000.0,6000.0
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ),Onion Green,Onion Green,Local,2024-09-30,3500.0,4000.0,4000.0
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,2024-09-30,3000.0,3500.0,3500.0
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,2024-09-30,2800.0,3000.0,3000.0
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,2024-09-30,4800.0,5000.0,5000.0
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,2024-09-30,3800.0,4000.0,4000.0
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,2024-09-30,5800.0,6000.0,6000.0
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,2024-09-30,14800.0,15000.0,15000.0
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,2024-09-30,2400.0,2500.0,2500.0
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,2024-09-30,2400.0,2500.0,2500.0
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Raddish,Raddish,Local,2024-09-30,3400.0,3500.0,3500.0
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Tomato,Deshi,Local,2024-09-30,3800.0,4000.0,4000.0
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,2024-09-30,2700.0,3000.0,3000.0
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,2024-09-30,1000.0,1200.0,1200.0
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Coconut,Coconut,Local,2024-09-30,3500.0,4000.0,4000.0
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,2024-09-30,4500.0,5000.0,5000.0
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,2024-09-30,13000.0,14000.0,14000.0
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Carrot,Pusakesar,Local,2024-09-30,3400.0,4400.0,4400.0
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Drumstick,Drumstick,Local,2024-09-30,10000.0,12000.0,12000.0
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,2024-09-30,13000.0,16000.0,16000.0
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,2024-09-30,4000.0,5000.0,5000.0
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,2024-09-30,3500.0,4000.0,4000.0
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Onion Green,Onion Green,Local,2024-09-30,4000.0,5000.0,5000.0
Tamil Nadu,Virudhunagar,Virudhunagar(Uzhavar Sandhai ),Beetroot,Beetroot,Local,2024-09-30,3400.0,3500.0,3500.0
Tamil Nadu,Virudhunagar,Virudhunagar(Uzhavar Sandhai ),Brinjal,Round,Local,2024-09-30,3400.0,3500.0,3500.0
Tamil Nadu,Virudhunagar,Virudhunagar(Uzhavar Sandhai ),Onion,Bellary,Local,2024-09-30,5900.0,6000.0,6000.0
Telangana,Adilabad,Adilabad,Cotton,Cotton (Unginned),FAQ,2024-09-30,5600.0,7400.0,7100.0
Telangana,Adilabad,Adilabad(Rythu Bazar),Brinjal,Brinjal,FAQ,2024-09-30,9000.0,9200.0,9000.0
Telangana,Hyderabad,Gaddiannaram,Custard Apple (Sharifa),Custard Apple(Sharifa),Medium,2024-09-30,2500.0,2500.0,2500.0
Telangana,Hyderabad,Gaddiannaram,Grapes,Black,Medium,2024-09-30,1500.0,6250.0,2500.0
Telangana,Hyderabad,Gaddiannaram,Mango,Totapuri,Medium,2024-09-30,3000.0,10000.0,4000.0
Telangana,Hyderabad,Gaddiannaram,Orange,Darjeeling,Medium,2024-09-30,250.0,4100.0,2100.0
Telangana,Hyderabad,Gaddiannaram,Pineapple,Other,Medium,2024-09-30,560.0,3520.0,960.0
Telangana,Hyderabad,Gudimalkapur,Banana - Green,Banana - Green,FAQ,2024-09-30,2000.0,3000.0,2500.0
Telangana,Hyderabad,Gudimalkapur,Cauliflower,African Sarson,FAQ,2024-09-30,800.0,4000.0,2000.0
Telangana,Hyderabad,Gudimalkapur,Chow Chow,Chow Chow,FAQ,2024-09-30,1200.0,1200.0,1200.0
Telangana,Hyderabad,Gudimalkapur,Field Pea,Field Pea,FAQ,2024-09-30,2000.0,4500.0,3000.0
Telangana,Hyderabad,Gudimalkapur,French Beans (Frasbean),French Beans (Frasbean),FAQ,2024-09-30,3000.0,5000.0,4000.0
Telangana,Hyderabad,Gudimalkapur,Onion,1st Sort,FAQ,2024-09-30,2000.0,5200.0,3200.0
Telangana,Hyderabad,Gudimalkapur,Ridgeguard(Tori),Other,FAQ,2024-09-30,1500.0,3000.0,2000.0
Telangana,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,2024-09-30,1000.0,5200.0,2400.0
Telangana,Hyderabad,Mahboob Manison,Beetroot,Beetroot,FAQ,2024-09-30,1600.0,1800.0,1700.0
Telangana,Hyderabad,Mahboob Manison,Ginger(Dry),Big/Thick,FAQ,2024-09-30,2500.0,11100.0,6100.0
Telangana,Hyderabad,Mahboob Manison,Onion,1st Sort,FAQ,2024-09-30,4000.0,4800.0,4600.0
Telangana,Hyderabad,Mahboob Manison,Tamarind Fruit,Chapathi,FAQ,2024-09-30,8000.0,10000.0,9000.0
Telangana,Karimnagar,Karimnagar,Cabbage,Cabbage,FAQ,2024-09-30,1500.0,1800.0,1650.0
Telangana,Karimnagar,Karimnagar,Carrot,Carrot,FAQ,2024-09-30,4300.0,4300.0,4300.0
Telangana,Karimnagar,Karimnagar,Cluster beans,Cluster Beans,FAQ,2024-09-30,4000.0,5000.0,4500.0
Telangana,Karimnagar,Peddapalli,Cotton,Cotton (Unginned),FAQ,2024-09-30,7020.0,7020.0,7020.0
Telangana,Khammam,Burgampadu,Wood,Eucalyptus,FAQ,2024-09-30,390.0,440.0,420.0
Telangana,Khammam,Charla,Paddy(Dhan)(Common),MTU-1010,FAQ,2024-09-30,2050.0,2200.0,2100.0
Telangana,Mahbubnagar,Badepalli,Maize,Local,FAQ,2024-09-30,1589.0,2574.0,1589.0
Telangana,Mahbubnagar,Gadwal(Lezza),Paddy(Dhan)(Common),Paddy,FAQ,2024-09-30,2000.0,2300.0,2200.0
Telangana,Mahbubnagar,Nagarkurnool,Maize,Local,FAQ,2024-09-30,2123.0,2472.0,2123.0
Telangana,Nalgonda,Aler,Paddy(Dhan)(Common),1001,FAQ,2024-09-30,2183.0,2183.0,2183.0
Telangana,Nalgonda,Devarakonda,Paddy(Dhan)(Common),MTU-1010,FAQ,2024-09-30,2203.0,2203.0,2203.0
Telangana,Nalgonda,Huzumnagar(Garidepally),Paddy(Dhan)(Common),B P T,FAQ,2024-09-30,2320.0,2320.0,2320.0
Telangana,Nalgonda,Miryalaguda,Paddy(Dhan)(Common),MTU-1010,FAQ,2024-09-30,2203.0,2203.0,2203.0
Telangana,Nalgonda,Neredcherla,Paddy(Dhan)(Common),B P T,FAQ,2024-09-30,2300.0,2300.0,2300.0
Telangana,Nalgonda,Thungathurthy,Paddy(Dhan)(Common),1001,FAQ,2024-09-30,2203.0,2203.0,2203.0
Telangana,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,2024-09-30,1000.0,1000.0,1000.0
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Bottle gourd,Bottle Gourd,FAQ,2024-09-30,1300.0,1300.0,1300.0
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Cucumbar(Kheera),Cucumbar,FAQ,2024-09-30,2100.0,2100.0,2100.0
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Leafy Vegetable,Leafy Vegetables,FAQ,2024-09-30,2000.0,2000.0,2000.0
Telangana,Warangal,Hanmarkonda(Rythu Bazar),Bitter gourd,Bitter Gourd,FAQ,2024-09-30,4800.0,5200.0,5000.0
Telangana,Warangal,Hanmarkonda(Rythu Bazar),Cabbage,Cabbage,FAQ,2024-09-30,4000.0,4400.0,4400.0
Telangana,Warangal,Hanmarkonda(Rythu Bazar),Leafy Vegetable,Leafy Vegetables,FAQ,2024-09-30,2400.0,3200.0,2800.0
Telangana,Warangal,Warangal,Banana,Banana - Ripe,Medium,2024-09-30,2500.0,2500.0,2500.0
Telangana,Warangal,Warangal,Colacasia,Colacasia,FAQ,2024-09-30,3500.0,4000.0,3750.0
Telangana,Warangal,Warangal,Orange,Orange,Large,2024-09-30,2000.0,2000.0,2000.0
Telangana,Warangal,Warangal,Pineapple,Pine Apple,Medium,2024-09-30,2500.0,2500.0,2500.0
Telangana,Warangal,Warangal,Pomegranate,Pomogranate,Small,2024-09-30,12000.0,12000.0,12000.0
Telangana,Warangal,Warangal,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,2024-09-30,4500.0,5000.0,4750.0
Tripura,Khowai,Teliamura,Cowpea(Veg),Cowpea (Veg),FAQ,2024-09-30,3500.0,3700.0,3600.0
Tripura,Khowai,Teliamura,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,2024-09-30,6500.0,6700.0,6600.0
Tripura,Khowai,Teliamura,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,2024-09-30,5000.0,5200.0,5100.0
Tripura,Khowai,Teliamura,Snakeguard,Snakeguard,FAQ,2024-09-30,2500.0,2700.0,2600.0
Tripura,North Tripura,Dasda,Masur Dal,Masur Dal,FAQ,2024-09-30,9000.0,9500.0,9250.0
Tripura,North Tripura,Kanchanpur,Brinjal,Round/Long,FAQ,2024-09-30,3500.0,4500.0,4000.0
Tripura,North Tripura,Kanchanpur,Pumpkin,Pumpkin,FAQ,2024-09-30,2800.0,3209.0,3000.0
Tripura,Sepahijala,Bishalgarh,Brinjal,Round/Long,FAQ,2024-09-30,6500.0,7000.0,6800.0
Tripura,Sepahijala,Bishalgarh,Green Chilli,Green Chilly,FAQ,2024-09-30,7500.0,8000.0,7800.0
Tripura,Sepahijala,Bishalgarh,Papaya (Raw),Papaya (Raw),FAQ,2024-09-30,1500.0,2000.0,1700.0
Tripura,Sepahijala,Melaghar,Cucumbar(Kheera),Cucumbar,FAQ,2024-09-30,6000.0,7000.0,6500.0
Tripura,South District,Barpathari,Bhindi(Ladies Finger),Bhindi,FAQ,2024-09-30,5900.0,6100.0,6000.0
Tripura,South District,Barpathari,Cowpea(Veg),Cowpea (Veg),FAQ,2024-09-30,8900.0,9100.0,9000.0
Tripura,South District,Barpathari,Cucumbar(Kheera),Cucumbar,FAQ,2024-09-30,5900.0,6100.0,6000.0
